order_id,basket_size,promo_flag,store_format,high_margin
1151,293.24,0,B,1
1152,302.48,1,C,1
1153,128.53,0,B,0
1154,93.34,0,C,0
1155,121.38,0,B,0
1156,374.11,1,C,1
1157,213.9,1,D,0
1158,388.86,0,D,1
1159,130.34,0,D,0
1160,430.88,0,A,1
1161,213.84,1,C,0
1162,145.26,0,C,0
1163,424.1,0,C,1
1164,117.91,1,D,0
1165,232.66,1,A,0
1166,316.9,1,D,1
1167,219.96,0,B,0
1168,271.02,1,A,0
1169,143.96,0,A,0
1170,22.61,0,C,0
1171,206.79,0,D,0
1172,490.11,0,D,1
1173,466.75,1,D,1
1174,495.87,0,D,1
1175,312.61,0,D,1
1176,477.79,1,D,1
1177,371.65,1,D,1
1178,209.12,1,B,0
1179,121.56,1,C,0
1180,226.31,0,C,0
1181,341.81,0,C,1
1182,332.74,1,B,1
1183,319.84,1,B,1
1184,457.64,1,B,1
1185,146.38,0,A,0
1186,233.96,1,C,0
1187,115.68,1,A,0
1188,475.45,0,C,1
1189,76.74,1,B,0
1190,91.67,0,B,0
1191,12.7,1,A,0
1192,208.29,0,C,0
1193,293.45,0,B,1
1194,104.43,0,C,0
1195,40.51,1,D,0
1196,283.23,0,C,0
1197,231.86,1,A,0
1198,492.56,0,D,1
1199,352.27,1,C,1
1200,448.53,0,C,1
1201,98.89,0,B,0
1202,43.93,1,B,0
1203,29.29,1,D,0
1204,323.43,1,B,1
1205,393.55,0,C,1
1206,487.78,0,D,1
1207,272.55,1,B,0
1208,343.71,0,A,1
1209,366.35,1,C,1
1210,332.92,1,D,1
1211,283.04,1,B,0
1212,385.84,1,C,1
1213,425.93,1,C,1
1214,443.53,1,A,1
1215,218.3,0,C,0
1216,88.83,0,D,0
1217,90.16,0,B,0
1218,93.89,0,C,0
1219,310.62,0,A,1
1220,226.01,0,A,0
1221,341.82,1,C,1
1222,161.41,1,A,0
1223,70.49,1,B,0
1224,42.45,0,A,0
1225,179.32,1,B,0
1226,43.81,0,C,0
1227,433.97,0,C,1
1228,292.11,1,D,1
1229,93.49,1,A,0
1230,315.94,0,C,1
1231,428.26,1,C,1
1232,405.89,1,C,1
1233,48.03,1,B,0
1234,66.06,1,A,0
1235,456.94,0,C,1
1236,159.46,0,A,0
1237,131.3,0,B,0
1238,460.12,1,C,1
1239,192.26,0,B,0
1240,340.74,1,C,1
1241,336.04,0,D,1
1242,332.59,0,C,1
1243,150.4,1,A,0
1244,483.91,1,B,1
1245,240.83,0,D,0
1246,146.65,0,C,0
1247,288.66,0,B,1
1248,79.07,1,A,0
1249,300.38,0,D,1
1250,128.59,1,C,0
1251,313.43,0,D,1
1252,132.52,0,C,0
1253,347.83,1,D,1
1254,466.41,1,A,1
1255,490.79,1,D,1
1256,276.72,0,D,0
1257,436.12,0,B,1
1258,89.97,0,B,0
1259,150.52,1,C,0
1260,404.94,1,D,1
1261,428.45,0,D,1
1262,91.59,1,C,0
1263,373.16,0,A,1
1264,57.77,0,B,0
1265,24.04,1,C,0
1266,387.4,0,D,1
1267,19.64,0,A,0
1268,12.48,0,D,0
1269,447.1,1,D,1
1270,282.1,0,D,0
1271,100.96,1,D,0
1272,168.94,0,C,0
1273,377.89,1,D,1
1274,162.08,0,D,0
1275,222.16,1,B,0
1276,322.33,1,B,1
1277,335.2,1,C,1
1278,49.65,0,A,0
1279,382.75,1,D,1
1280,348.17,1,A,1
1281,65.98,0,A,0
1282,63.27,0,A,0
1283,439.37,0,A,1
1284,314.69,0,B,1
1285,199.46,0,C,0
1286,334.24,0,B,1
1287,418.2,1,C,1
1288,376.12,0,B,1
1289,257.48,1,B,0
1290,18.23,1,A,0
1291,225.96,0,D,0
1292,237.01,1,D,0
1293,77.5,0,D,0
1294,362.39,1,B,1
1295,172.15,1,C,0
1296,258.99,1,C,0
1297,381.01,1,A,1
1298,332.7,0,D,1
1299,37.51,0,D,0
1300,471.23,1,D,1
1301,329.44,0,A,1
1302,58.83,1,B,0
1303,178.47,1,D,0
1304,95.52,0,D,0
1305,236.2,1,A,0
1306,226.73,0,B,0
1307,460.26,1,A,1
1308,363.74,0,B,1
1309,317.0,1,D,1
1310,233.84,0,B,0
1311,381.32,1,D,1
1312,415.07,1,A,1
1313,415.35,1,A,1
1314,90.82,0,D,0
1315,152.66,0,C,0
1316,294.49,0,C,1
1317,179.57,1,B,0
1318,235.63,0,D,0
1319,331.13,0,B,1
1320,201.2,1,C,0
1321,243.3,0,A,0
1322,74.01,0,D,0
1323,161.01,0,C,0
1324,493.13,1,B,1
1325,219.85,0,A,0
1326,321.84,1,D,1
1327,71.11,0,B,0
1328,279.06,1,B,0
1329,285.56,0,C,0
1330,260.52,1,B,0
1331,479.61,0,D,1
1332,225.4,1,A,0
1333,387.99,1,B,1
1334,82.56,1,D,0
1335,28.8,1,C,0
1336,485.78,0,B,1
1337,358.35,0,A,1
1338,466.69,0,C,1
1339,420.79,0,D,1
1340,60.49,0,D,0
1341,86.91,1,B,0
1342,323.63,0,A,1
1343,357.77,1,D,1
1344,410.71,1,C,1
1345,218.12,1,A,0
1346,51.7,1,B,0
1347,15.41,0,C,0
1348,434.1,0,A,1
1349,24.25,1,B,0
1350,412.12,1,C,1
1351,445.5,1,A,1
1352,490.73,0,A,1
1353,277.89,0,A,0
1354,210.38,0,C,0
1355,140.35,0,B,0
1356,403.74,1,B,1
1357,359.91,0,C,1
1358,174.08,0,B,0
1359,401.01,0,D,1
1360,94.63,0,B,0
1361,181.91,0,B,0
1362,434.59,0,B,1
1363,197.42,1,D,0
1364,486.43,1,C,1
1365,241.89,1,A,0
1366,119.15,1,B,0
1367,110.3,0,C,0
1368,49.71,0,B,0
1369,171.16,1,C,0
1370,355.43,0,D,1
1371,489.61,0,A,1
1372,310.29,1,B,1
1373,73.43,0,A,0
1374,88.38,1,B,0
1375,292.57,1,D,1
1376,97.71,1,A,0
1377,11.53,1,A,0
1378,339.93,0,D,1
1379,170.29,0,C,0
1380,189.12,0,C,0
1381,364.0,1,C,1
1382,467.63,1,D,1
1383,215.49,1,B,0
1384,264.59,0,A,0
1385,138.41,1,C,0
1386,69.02,1,A,0
1387,249.78,1,D,0
1388,213.89,1,D,0
1389,318.24,0,D,1
1390,117.86,1,C,0
1391,331.67,1,A,1
1392,426.36,0,D,1
1393,153.08,0,D,0
1394,418.16,1,D,1
1395,30.88,1,A,0
1396,497.98,0,D,1
1397,338.83,1,C,1
1398,242.92,1,A,0
1399,414.33,0,C,1
1400,352.23,0,A,1
1401,291.99,0,B,1
1402,351.99,1,D,1
1403,423.75,0,B,1
1404,298.63,1,C,1
1405,406.28,0,C,1
1406,404.48,1,A,1
1407,48.11,1,B,0
1408,346.83,0,D,1
1409,377.12,0,C,1
1410,216.93,0,D,0
1411,448.04,0,D,1
1412,226.24,1,C,0
1413,458.02,0,C,1
1414,201.11,0,D,0
1415,59.01,0,A,0
1416,417.81,0,A,1
1417,351.06,0,A,1
1418,61.9,1,C,0
1419,337.66,1,A,1
1420,387.97,0,B,1
1421,181.59,0,C,0
1422,35.94,0,D,0
1423,110.68,0,C,0
1424,355.69,0,C,1
1425,145.21,0,B,0
1426,76.09,0,A,0
1427,240.93,0,B,0
1428,287.33,0,C,1
1429,248.85,1,B,0
1430,29.17,0,B,0
1431,350.75,0,B,1
1432,308.2,1,A,1
1433,168.68,1,D,0
1434,468.42,1,B,1
1435,234.0,1,A,0
1436,138.56,0,C,0
1437,297.3,0,C,1
1438,428.21,0,D,1
1439,308.8,0,C,1
1440,277.66,0,C,0
1441,469.83,0,D,1
1442,186.38,0,C,0
1443,144.55,1,C,0
1444,398.94,1,A,1
1445,21.43,1,C,0
1446,437.36,0,C,1
1447,159.69,0,C,0
1448,39.75,1,B,0
1449,142.53,0,D,0
1450,325.07,1,B,1
1451,307.28,1,A,1
1452,259.24,1,A,0
1453,292.14,1,B,1
1454,183.68,1,D,0
1455,397.22,0,A,1
1456,141.19,0,D,0
1457,67.23,0,B,0
1458,191.44,0,B,0
1459,275.48,1,C,0
1460,459.57,1,D,1
1461,41.08,0,A,0
1462,108.99,1,A,0
1463,31.72,0,D,0
1464,223.15,0,D,0
1465,267.09,1,C,0
1466,428.95,1,B,1
1467,29.94,0,A,0
1468,272.52,1,B,0
1469,382.29,0,D,1
1470,327.05,0,C,1
1471,75.22,1,D,0
1472,279.7,0,D,0
1473,460.56,0,C,1
1474,380.46,1,C,1
1475,497.28,0,B,1
1476,42.31,0,B,0
1477,57.41,1,B,0
1478,25.53,0,C,0
1479,48.82,0,C,0
1480,161.04,0,D,0
1481,290.12,0,A,1
1482,137.41,0,C,0
1483,88.95,0,D,0
1484,342.6,1,C,1
1485,438.74,0,B,1
1486,201.58,0,C,0
1487,186.14,0,D,0
1488,236.66,0,A,0
1489,373.06,0,B,1
1490,212.27,0,A,0
1491,291.49,1,D,1
1492,247.39,1,A,0
1493,483.57,1,A,1
1494,483.38,0,C,1
1495,203.05,1,A,0
1496,347.78,0,C,1
1497,306.68,1,C,1
1498,349.7,1,A,1
1499,98.84,0,A,0
1500,110.63,0,D,0
1501,469.96,0,D,1
1502,314.08,1,B,1
1503,64.53,1,A,0
1504,187.08,0,D,0
1505,267.28,0,B,0
1506,402.46,0,B,1
1507,194.34,0,A,0
1508,486.86,1,B,1
1509,90.56,1,B,0
1510,250.03,0,B,0
1511,452.48,0,B,1
1512,109.55,0,C,0
1513,149.1,0,C,0
1514,27.78,1,D,0
1515,453.48,1,C,1
1516,44.44,1,D,0
1517,175.95,0,B,0
1518,369.26,0,C,1
1519,154.49,1,C,0
1520,119.85,1,A,0
1521,436.22,1,A,1
1522,165.21,1,A,0
1523,21.41,1,C,0
1524,294.88,0,A,1
1525,379.96,1,B,1
1526,440.25,0,C,1
1527,192.58,1,B,0
1528,334.8,0,D,1
1529,309.0,0,B,1
1530,479.06,1,D,1
1531,302.95,1,D,1
1532,67.85,0,B,0
1533,404.46,0,C,1
1534,168.49,0,A,0
1535,385.7,1,B,1
1536,25.52,1,B,0
1537,26.87,0,A,0
1538,93.4,0,C,0
1539,278.11,0,B,0
1540,338.74,0,D,1
1541,423.83,1,A,1
1542,395.99,1,A,1
1543,383.37,0,D,1
1544,66.38,0,D,0
1545,494.01,1,B,1
1546,452.86,0,B,1
1547,355.7,0,C,1
1548,291.93,1,A,1
1549,445.31,1,D,1
1550,65.86,1,A,0
1551,231.24,0,B,0
1552,211.28,1,B,0
1553,315.64,1,A,1
1554,299.19,1,C,1
1555,123.41,1,C,0
1556,315.54,0,A,1
1557,120.24,1,A,0
1558,155.92,1,B,0
1559,266.8,1,C,0
1560,97.84,1,B,0
1561,347.02,0,C,1
1562,238.92,0,D,0
1563,108.03,0,B,0
1564,208.32,1,D,0
1565,63.46,1,C,0
1566,271.91,0,A,0
1567,444.51,1,D,1
1568,254.38,1,B,0
1569,425.74,1,D,1
1570,305.69,0,C,1
1571,412.09,0,A,1
1572,257.99,0,A,0
1573,372.14,1,D,1
1574,237.61,1,D,0
1575,138.58,1,D,0
1576,287.21,0,D,1
1577,377.58,0,C,1
1578,327.93,0,D,1
1579,332.56,0,C,1
1580,68.01,1,A,0
1581,123.65,1,A,0
1582,377.98,0,A,1
1583,432.74,0,B,1
1584,190.36,0,A,0
1585,56.55,1,C,0
1586,420.63,0,C,1
1587,93.0,0,C,0
1588,398.72,0,A,1
1589,402.31,1,D,1
1590,278.22,0,A,0
1591,67.67,1,A,0
1592,149.12,1,D,0
1593,429.39,1,C,1
1594,441.28,0,D,1
1595,244.91,1,B,0
1596,65.62,1,A,0
1597,108.68,1,C,0
1598,489.02,0,A,1
1599,261.83,1,D,0
1600,115.0,1,A,0
1601,231.24,0,B,0
1602,225.46,0,D,0
1603,42.68,1,C,0
1604,417.52,1,C,1
1605,146.09,1,B,0
1606,140.47,1,B,0
1607,278.34,0,B,0
1608,304.59,1,B,1
1609,183.66,0,C,0
1610,396.89,0,D,1
1611,456.0,1,D,1
1612,180.04,1,B,0
1613,451.73,0,D,1
1614,444.11,0,B,1
1615,94.0,0,B,0
1616,81.88,1,D,0
1617,186.83,1,C,0
1618,49.44,1,D,0
1619,99.06,0,C,0
1620,33.92,0,C,0
1621,97.04,1,A,0
1622,348.61,0,C,1
1623,105.91,1,D,0
1624,146.95,1,C,0
1625,255.97,0,C,0
1626,442.31,1,B,1
1627,416.09,1,B,1
1628,185.39,1,B,0
1629,206.38,1,A,0
1630,228.9,0,C,0
1631,83.26,1,A,0
1632,224.25,0,A,0
1633,60.26,1,C,0
1634,490.24,0,B,1
1635,210.62,0,B,0
1636,314.89,1,D,1
1637,172.98,0,D,0
1638,121.34,0,C,0
1639,93.21,1,B,0
1640,242.53,0,A,0
1641,124.29,0,A,0
1642,423.08,1,A,1
1643,140.11,0,B,0
1644,64.07,0,D,0
1645,13.55,1,A,0
1646,257.49,0,B,0
1647,292.18,1,A,1
1648,471.35,0,A,1
1649,288.02,0,C,1
1650,491.91,0,A,1
1651,98.18,1,D,0
1652,219.83,1,A,0
1653,488.27,0,B,1
1654,62.02,1,B,0
1655,210.12,1,C,0
1656,324.65,1,C,1
1657,490.57,1,D,1
1658,126.63,1,B,0
1659,251.25,0,A,0
1660,453.99,0,A,1
1661,390.42,1,D,1
1662,85.03,1,D,0
1663,154.55,0,D,0
1664,330.04,0,A,1
1665,156.84,1,D,0
1666,318.65,0,A,1
1667,288.91,0,D,1
1668,367.77,0,B,1
1669,433.34,1,D,1
1670,369.65,0,A,1
1671,26.7,0,D,0
1672,193.24,1,C,0
1673,293.37,1,D,1
1674,138.68,0,B,0
1675,58.34,1,B,0
1676,401.81,0,C,1
1677,17.74,0,A,0
1678,434.7,0,B,1
1679,454.82,1,C,1
1680,152.41,1,D,0
1681,256.8,1,D,0
1682,178.02,1,D,0
1683,468.03,0,B,1
1684,429.09,1,B,1
1685,122.14,1,A,0
1686,404.32,1,B,1
1687,167.03,1,C,0
1688,467.23,0,C,1
1689,288.36,0,B,1
1690,27.86,1,B,0
1691,342.44,0,C,1
1692,235.17,1,D,0
1693,479.78,1,C,1
1694,120.94,0,C,0
1695,48.55,1,A,0
1696,248.54,1,A,0
1697,393.92,1,D,1
1698,184.68,1,B,0
1699,290.64,0,C,1
1700,157.9,0,D,0
1701,222.34,0,C,0
1702,43.2,0,C,0
1703,77.05,1,A,0
1704,413.12,0,C,1
1705,128.11,0,B,0
1706,359.43,0,A,1
1707,121.99,1,D,0
1708,313.9,1,D,1
1709,280.26,1,C,0
1710,221.21,1,B,0
1711,44.14,1,C,0
1712,456.15,1,D,1
1713,44.15,0,D,0
1714,52.45,1,B,0
1715,426.19,0,B,1
1716,92.52,0,A,0
1717,230.69,0,A,0
1718,27.17,1,A,0
1719,84.39,1,B,0
1720,369.09,1,C,1
1721,271.5,0,C,0
1722,266.25,1,B,0
1723,409.19,1,B,1
1724,407.7,1,A,1
1725,492.68,1,C,1
1726,332.67,0,A,1
1727,134.2,0,A,0
1728,159.07,1,C,0
1729,361.94,0,B,1
1730,261.53,0,D,0
1731,186.07,0,B,0
1732,123.99,1,A,0
1733,203.27,0,D,0
1734,460.4,0,B,1
1735,379.99,1,B,1
1736,415.76,1,B,1
1737,193.04,0,D,0
1738,23.57,0,A,0
1739,115.12,0,A,0
1740,363.21,0,C,1
1741,191.39,0,A,0
1742,465.88,0,A,1
1743,310.62,0,D,1
1744,382.72,1,D,1
1745,390.49,1,D,1
1746,294.55,1,C,1
1747,274.88,1,B,0
1748,51.82,0,C,0
1749,198.53,1,D,0
1750,248.65,1,D,0
1751,242.24,0,C,0
1752,307.28,0,A,1
1753,77.89,1,C,0
1754,293.85,0,C,1
1755,269.6,0,A,0
1756,78.75,0,B,0
1757,201.41,0,A,0
1758,252.88,0,C,0
1759,499.43,1,C,1
1760,26.46,0,A,0
1761,221.52,0,A,0
1762,346.63,0,B,1
1763,491.01,0,B,1
1764,462.51,0,B,1
1765,260.62,0,A,0
1766,265.34,0,C,0
1767,237.44,1,A,0
1768,210.73,1,B,0
1769,279.07,1,D,0
1770,416.89,1,A,1
1771,436.52,0,D,1
1772,233.46,0,B,0
1773,308.21,0,D,1
1774,394.04,1,A,1
1775,291.43,0,C,1
1776,245.52,1,A,0
1777,148.29,1,C,0
1778,113.17,1,C,0
1779,51.0,1,A,0
1780,233.91,0,C,0
1781,84.09,1,B,0
1782,27.76,1,B,0
1783,492.88,0,C,1
1784,254.45,0,A,0
1785,478.83,0,D,1
1786,272.32,1,B,0
1787,447.83,1,A,1
1788,234.64,0,D,0
1789,322.81,1,C,1
1790,279.89,1,A,0
1791,193.73,0,D,0
1792,118.97,0,B,0
1793,188.71,0,C,0
1794,445.58,0,D,1
1795,166.78,0,D,0
1796,54.08,0,A,0
1797,351.43,1,A,1
1798,196.91,0,D,0
1799,406.63,1,D,1
1800,479.97,0,D,1
1801,489.62,1,C,1
1802,460.55,1,B,1
1803,378.74,0,D,1
1804,485.51,0,A,1
1805,31.78,1,C,0
1806,250.83,0,A,0
1807,25.63,0,B,0
1808,263.42,1,C,0
1809,136.83,0,C,0
1810,130.37,1,C,0
1811,78.1,1,B,0
1812,44.54,0,A,0
1813,61.06,0,C,0
1814,413.61,0,A,1
1815,104.49,1,D,0
1816,74.01,0,B,0
1817,190.4,0,A,0
1818,327.83,0,A,1
1819,316.9,0,B,1
1820,234.24,1,A,0
1821,372.52,0,A,1
1822,27.96,0,D,0
1823,488.19,0,C,1
1824,393.62,1,C,1
1825,261.0,1,B,0
1826,148.22,1,B,0
1827,282.3,0,D,0
1828,293.01,0,A,1
1829,300.87,0,C,1
1830,193.03,1,B,0
1831,62.1,1,C,0
1832,452.92,1,C,1
1833,156.79,1,A,0
1834,363.08,1,D,1
1835,76.39,0,D,0
1836,99.88,0,D,0
1837,197.06,0,D,0
1838,488.14,1,C,1
1839,63.0,1,B,0
1840,408.05,0,C,1
1841,327.57,0,A,1
1842,416.64,1,A,1
1843,181.65,1,D,0
1844,189.4,1,B,0
1845,100.94,1,B,0
1846,326.9,1,A,1
1847,453.36,0,B,1
1848,180.14,1,D,0
1849,407.3,0,D,1
1850,56.5,0,A,0
1851,227.05,0,D,0
1852,459.24,0,D,1
1853,227.53,0,B,0
1854,458.57,1,D,1
1855,462.15,0,A,1
1856,354.54,1,D,1
1857,144.25,0,A,0
1858,409.16,1,B,1
1859,173.25,1,C,0
1860,124.84,0,A,0
1861,478.15,0,D,1
1862,479.85,1,D,1
1863,73.38,0,D,0
1864,416.06,0,B,1
1865,101.84,0,C,0
1866,441.61,0,C,1
1867,371.88,1,D,1
1868,28.6,0,D,0
1869,137.53,1,C,0
1870,89.41,1,B,0
1871,120.14,1,B,0
1872,400.91,0,B,1
1873,239.78,1,B,0
1874,166.09,1,A,0
1875,227.64,1,D,0
1876,458.32,1,B,1
1877,226.65,1,A,0
1878,197.4,0,D,0
1879,403.28,1,B,1
1880,260.52,0,D,0
1881,429.27,1,C,1
1882,257.18,1,B,0
1883,298.6,0,C,1
1884,160.82,1,B,0
1885,471.82,0,C,1
1886,459.5,1,A,1
1887,69.05,1,A,0
1888,335.8,0,A,1
1889,202.78,1,C,0
1890,365.59,0,D,1
1891,363.29,1,A,1
1892,401.31,1,C,1
1893,332.27,1,D,1
1894,133.19,1,D,0
1895,69.52,1,B,0
1896,475.47,1,D,1
1897,87.47,1,D,0
1898,301.58,0,C,1
1899,132.81,0,C,0
1900,471.48,0,C,1
1901,237.27,0,A,0
1902,284.21,0,B,0
1903,176.12,0,C,0
1904,406.7,0,D,1
1905,493.26,1,B,1
1906,216.14,1,B,0
1907,418.48,0,B,1
1908,340.94,0,D,1
1909,306.22,0,D,1
1910,471.1,1,C,1
1911,171.74,1,D,0
1912,496.62,1,D,1
1913,316.12,1,A,1
1914,450.0,1,B,1
1915,216.29,1,C,0
1916,329.24,0,A,1
1917,382.53,1,D,1
1918,476.63,1,D,1
1919,221.83,1,B,0
1920,361.65,0,C,1
1921,287.81,0,B,1
1922,183.63,1,D,0
1923,401.4,0,B,1
1924,423.97,1,D,1
1925,178.43,1,D,0
1926,255.51,1,C,0
1927,318.95,1,C,1
1928,328.19,0,C,1
1929,312.91,0,D,1
1930,91.55,0,C,0
1931,366.65,0,D,1
1932,150.2,1,C,0
1933,143.65,1,C,0
1934,452.34,0,C,1
1935,70.38,0,A,0
1936,472.26,0,B,1
1937,293.53,1,C,1
1938,111.67,1,C,0
1939,411.99,0,D,1
1940,322.02,1,D,1
1941,137.93,0,C,0
1942,219.25,0,B,0
1943,124.26,0,C,0
1944,290.64,1,B,1
1945,264.64,0,C,0
1946,185.43,1,D,0
1947,403.33,0,C,1
1948,385.3,1,C,1
1949,118.22,1,B,0
1950,118.63,1,B,0
1951,294.86,1,C,1
1952,190.33,0,B,0
1953,197.56,0,A,0
1954,472.38,0,A,1
1955,393.21,0,C,1
1956,21.07,1,B,0
1957,416.55,0,B,1
1958,378.16,1,D,1
1959,419.23,1,C,1
1960,347.46,1,D,1
1961,30.88,0,B,0
1962,33.01,1,C,0
1963,418.65,1,C,1
1964,65.93,0,D,0
1965,236.9,0,A,0
1966,315.64,1,A,1
1967,413.72,0,D,1
1968,185.82,1,D,0
1969,280.99,0,C,0
1970,105.51,1,B,0
1971,408.04,0,A,1
1972,258.63,1,C,0
1973,394.75,0,C,1
1974,147.23,0,D,0
1975,338.82,1,C,1
1976,221.98,1,D,0
1977,257.02,0,A,0
1978,30.51,0,D,0
1979,447.15,0,D,1
1980,466.05,1,D,1
1981,487.0,1,B,1
1982,189.31,1,D,0
1983,77.02,0,D,0
1984,286.59,1,B,1
1985,25.63,1,D,0
1986,270.78,1,C,0
1987,273.16,0,D,0
1988,343.11,0,B,1
1989,464.18,0,B,1
1990,497.62,0,C,1
1991,215.3,1,C,0
1992,333.73,0,B,1
1993,410.45,0,A,1
1994,119.71,0,D,0
1995,82.54,1,A,0
1996,360.47,0,B,1
1997,170.22,1,B,0
1998,56.04,1,C,0
1999,23.0,1,D,0
2000,133.52,0,A,0
